2021-06-04T16:17:48.093Z [AUDIT] Token created by 'anonymous': tokenId='8a2a63c1-baa1-4b46-91c7-f40417140db3', issuer='jfrou@01f7bx1pe9qecxd1dj698wp1v5', subject='jfrou@01f7bx1pe9qecxd1dj698wp1v5', expiry=none, refreshable=false
2021-06-24T10:04:07.840Z [AUDIT] Token created by 'jffe@000': tokenId='fcb52892-8eb9-47a4-8e70-c0795920d4f3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624529647840, refreshable=false
2021-06-24T10:04:07.842Z [AUDIT] Token created by 'jffe@000': tokenId='dedfed9c-9c13-4a92-9e90-30d4bea7c1a3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624529647842, refreshable=false
2021-06-24T10:14:07.909Z [AUDIT] Token created by 'jffe@000': tokenId='7472917d-de60-4fe4-9d89-9c6602014968', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624530247909, refreshable=false
2021-06-24T10:14:07.910Z [AUDIT] Token created by 'jffe@000': tokenId='fba82fc3-209b-44ed-9d07-406c48a2f79e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624530247909, refreshable=false
2021-06-24T10:14:07.910Z [AUDIT] Token created by 'jffe@000': tokenId='e49ec8cb-a5cd-41f2-bb43-30fc43c385b1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624530247910, refreshable=false
2021-06-24T10:24:07.974Z [AUDIT] Token created by 'jffe@000': tokenId='93bc62ea-2570-4f35-888e-0686ae6e5157', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624530847974, refreshable=false
2021-06-24T10:24:07.974Z [AUDIT] Token created by 'jffe@000': tokenId='ae1cc5f0-daae-4a7f-a943-779c0d008648', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624530847974, refreshable=false
2021-06-24T10:24:07.979Z [AUDIT] Token created by 'jffe@000': tokenId='a9a1b927-b45b-4948-b621-f651822097b4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624530847979, refreshable=false
2021-06-24T10:34:08.053Z [AUDIT] Token created by 'jffe@000': tokenId='3f1b854f-93d9-4913-8083-e4b957b96664', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624531448053, refreshable=false
2021-06-24T10:34:08.053Z [AUDIT] Token created by 'jffe@000': tokenId='fa128a71-aa98-4b3c-b7e6-05bdd55361dc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624531448053, refreshable=false
2021-06-24T10:34:08.053Z [AUDIT] Token created by 'jffe@000': tokenId='77f94d36-c4d4-4a0a-8e36-e1a40a8ded4c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624531448053, refreshable=false
2021-06-24T10:44:08.134Z [AUDIT] Token created by 'jffe@000': tokenId='73520e6a-f03a-4f28-aaaf-b0e1429d6f99', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624532048134, refreshable=false
2021-06-24T10:44:08.142Z [AUDIT] Token created by 'jffe@000': tokenId='2c04d5ec-3450-4db6-95fd-a108e3de2055', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624532048141, refreshable=false
2021-06-24T10:44:08.143Z [AUDIT] Token created by 'jffe@000': tokenId='44cfb191-fae6-4d08-8dbf-4f4343e19245', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624532048143, refreshable=false
2021-06-24T10:50:52.228Z [AUDIT] Token created by 'anonymous': tokenId='8aa71353-421c-45eb-9ab2-29c298cf75ea', issuer='jfac@01f7bx19j4gse11x6zk7h10p62', subject='jfac@01f7bx19j4gse11x6zk7h10p62', expiry=1624531872228, refreshable=false
2021-06-24T10:54:08.217Z [AUDIT] Token created by 'jffe@000': tokenId='15ae6e76-fcb0-46b9-bb4d-263b365c6fb5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624532648217, refreshable=false
2021-06-24T10:54:08.218Z [AUDIT] Token created by 'jffe@000': tokenId='4e6b843e-eb5e-4adb-b56a-b6338f6c9282', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624532648218, refreshable=false
2021-06-24T10:54:08.227Z [AUDIT] Token created by 'jffe@000': tokenId='de343554-b3e8-4fa4-8ba7-d222c8047ce1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624532648227, refreshable=false
2021-06-24T11:04:08.282Z [AUDIT] Token created by 'jffe@000': tokenId='ae3385f2-34fd-455d-be8a-b22e69c5ece2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624533248282, refreshable=false
2021-06-24T11:04:08.283Z [AUDIT] Token created by 'jffe@000': tokenId='a1761595-5dad-45e6-85bc-9bc341f851ea', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624533248283, refreshable=false
2021-06-24T11:04:08.289Z [AUDIT] Token created by 'jffe@000': tokenId='5f57f533-2d15-49da-82d9-2578b499d09b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624533248289, refreshable=false
2021-06-24T11:14:08.345Z [AUDIT] Token created by 'jffe@000': tokenId='20bf1104-e301-4cae-8f5f-dd551de25319', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624533848345, refreshable=false
2021-06-24T11:14:08.345Z [AUDIT] Token created by 'jffe@000': tokenId='5ba1d7fb-35f7-4e10-8c55-71032ab7b73f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624533848345, refreshable=false
2021-06-24T11:14:08.347Z [AUDIT] Token created by 'jffe@000': tokenId='e6fd2e04-67f2-447b-a38c-27f4b2458886', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624533848347, refreshable=false
2021-06-24T11:24:08.417Z [AUDIT] Token created by 'jffe@000': tokenId='7562443f-28c1-4eea-bdd7-a0253cfc60a3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624534448417, refreshable=false
2021-06-24T11:24:08.418Z [AUDIT] Token created by 'jffe@000': tokenId='276e3815-4ecb-4fda-83b0-290870645ae2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624534448418, refreshable=false
2021-06-24T11:24:08.418Z [AUDIT] Token created by 'jffe@000': tokenId='ec978812-453d-4b52-b648-363e92ae28b4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624534448418, refreshable=false
2021-06-24T11:34:08.501Z [AUDIT] Token created by 'jffe@000': tokenId='9a6d532f-8e9d-4f14-8af2-2e30ad606b14', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624535048501, refreshable=false
2021-06-24T11:34:08.501Z [AUDIT] Token created by 'jffe@000': tokenId='5f24ba95-1cc8-4b3b-86fb-9b703a3a1932', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624535048501, refreshable=false
2021-06-24T11:34:08.502Z [AUDIT] Token created by 'jffe@000': tokenId='95991a34-40a2-47b8-9a65-7d210ca36404', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624535048502, refreshable=false
2021-06-24T11:44:08.603Z [AUDIT] Token created by 'jffe@000': tokenId='8ed68848-616c-4c48-8835-f331bcc2461c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624535648602, refreshable=false
2021-06-24T11:44:08.605Z [AUDIT] Token created by 'jffe@000': tokenId='7dd6a014-21fe-45d6-be1a-30c2e521a7dc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624535648605, refreshable=false
2021-06-24T11:44:08.606Z [AUDIT] Token created by 'jffe@000': tokenId='27e71a34-0d52-4253-858a-d25c473d186f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624535648606, refreshable=false
2021-06-24T11:54:08.653Z [AUDIT] Token created by 'jffe@000': tokenId='5ac29edd-35e7-437f-9f2e-077707439f89', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624536248653, refreshable=false
2021-06-24T11:54:08.653Z [AUDIT] Token created by 'jffe@000': tokenId='8d58c0ed-16d5-49e6-857d-03b9af4a0c8c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624536248653, refreshable=false
2021-06-24T11:54:08.653Z [AUDIT] Token created by 'jffe@000': tokenId='1c61b628-0c5b-4dae-ba5a-b3bc014930a0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624536248653, refreshable=false
2021-06-24T12:04:08.726Z [AUDIT] Token created by 'jffe@000': tokenId='0d15fa73-b0db-4f81-8e14-e8d1a1aba9d8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624536848726, refreshable=false
2021-06-24T12:04:08.726Z [AUDIT] Token created by 'jffe@000': tokenId='56e35265-4ac6-44f0-9889-928b6bba2d3a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624536848726, refreshable=false
2021-06-24T12:04:08.726Z [AUDIT] Token created by 'jffe@000': tokenId='78e8e2da-07ca-4390-88ee-15985967e637', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624536848726, refreshable=false
2021-06-24T12:14:08.767Z [AUDIT] Token created by 'jffe@000': tokenId='ac39cca2-1f2b-4972-a525-e2ebceb063d9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624537448767, refreshable=false
2021-06-24T12:14:08.768Z [AUDIT] Token created by 'jffe@000': tokenId='342dc2c1-3c1a-407a-bfdb-3507b144ae0f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624537448768, refreshable=false
2021-06-24T12:14:08.768Z [AUDIT] Token created by 'jffe@000': tokenId='aab5a52c-3c4d-497b-b4d8-305a9f8c97a0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624537448768, refreshable=false
2021-06-24T12:24:08.845Z [AUDIT] Token created by 'jffe@000': tokenId='c16f671b-9bdd-4954-9cc6-35e27fcaefb2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624538048845, refreshable=false
2021-06-24T12:24:08.847Z [AUDIT] Token created by 'jffe@000': tokenId='3e6f8ad2-8b95-4da5-958f-bfb1e5339886', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624538048847, refreshable=false
2021-06-24T12:24:08.851Z [AUDIT] Token created by 'jffe@000': tokenId='8613c1fb-3de5-4d46-9c1f-419aba0b1547', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624538048851, refreshable=false
2021-06-24T12:34:08.895Z [AUDIT] Token created by 'jffe@000': tokenId='0b2d56a4-1a2f-4817-8d33-ff77be849c83', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624538648895, refreshable=false
2021-06-24T12:34:08.900Z [AUDIT] Token created by 'jffe@000': tokenId='db2b9e60-39ca-474e-b590-8746720d4c30', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624538648898, refreshable=false
2021-06-24T12:34:08.901Z [AUDIT] Token created by 'jffe@000': tokenId='bce32d79-386b-4a5c-abd8-3fb27a46e122', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624538648901, refreshable=false
2021-06-24T12:44:08.950Z [AUDIT] Token created by 'jffe@000': tokenId='a1ea9cb8-6a6c-4267-9b91-039a5cd880bc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624539248950, refreshable=false
2021-06-24T12:44:08.950Z [AUDIT] Token created by 'jffe@000': tokenId='dcb63a39-da1e-4ff9-8e24-a39e3872b386', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624539248950, refreshable=false
2021-06-24T12:44:08.955Z [AUDIT] Token created by 'jffe@000': tokenId='f626f574-f9fd-4ea2-a676-8f238b55007b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624539248955, refreshable=false
2021-06-24T12:54:09.030Z [AUDIT] Token created by 'jffe@000': tokenId='a6a9aadf-db4d-45b4-845b-c72a0850ba4d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624539849030, refreshable=false
2021-06-24T12:54:09.030Z [AUDIT] Token created by 'jffe@000': tokenId='9a9e6e49-ff2e-4cfc-9d18-d374337f36f7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624539849030, refreshable=false
2021-06-24T12:54:09.030Z [AUDIT] Token created by 'jffe@000': tokenId='0576eba7-8f1e-4477-82b1-8c28c93705c2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624539849030, refreshable=false
2021-06-24T13:04:09.078Z [AUDIT] Token created by 'jffe@000': tokenId='a07f22ec-5b79-43df-8a37-74ec8997a4e5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624540449078, refreshable=false
2021-06-24T13:04:09.079Z [AUDIT] Token created by 'jffe@000': tokenId='5602cf43-9f0a-45f4-a640-67bad0e8a19c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624540449079, refreshable=false
2021-06-24T13:04:09.081Z [AUDIT] Token created by 'jffe@000': tokenId='51571eb4-de88-421f-b5f8-ac7cb6cd4987', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624540449081, refreshable=false
2021-06-24T13:14:09.123Z [AUDIT] Token created by 'jffe@000': tokenId='0a06c1e7-2499-4e12-9ea8-25f3b0da4696', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624541049123, refreshable=false
2021-06-24T13:14:09.123Z [AUDIT] Token created by 'jffe@000': tokenId='09d562cb-e493-4bcc-8f76-b4c6f24e83cf', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624541049123, refreshable=false
2021-06-24T13:14:09.131Z [AUDIT] Token created by 'jffe@000': tokenId='279fa6e8-7173-43d4-8f2f-d1360d0489d8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624541049131, refreshable=false
2021-06-24T13:24:09.178Z [AUDIT] Token created by 'jffe@000': tokenId='d5c7f64b-a4da-41e5-b03c-2190a1170de6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624541649178, refreshable=false
2021-06-24T13:24:09.178Z [AUDIT] Token created by 'jffe@000': tokenId='b5f6805a-4f34-432d-8fba-ca33145f843c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624541649178, refreshable=false
2021-06-24T13:24:09.181Z [AUDIT] Token created by 'jffe@000': tokenId='b1f74a48-2ab9-4ff8-b227-013f56c1bc5d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624541649181, refreshable=false
2021-06-24T13:34:09.216Z [AUDIT] Token created by 'jffe@000': tokenId='99746b72-31c9-46ca-a0f2-ac50a9a9e21e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624542249215, refreshable=false
2021-06-24T13:34:09.216Z [AUDIT] Token created by 'jffe@000': tokenId='a3cd6115-5860-41b1-a498-ae893a466e71', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624542249216, refreshable=false
2021-06-24T13:34:09.217Z [AUDIT] Token created by 'jffe@000': tokenId='b8de084e-6b59-4261-bfae-caa55cdb922a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624542249217, refreshable=false
2021-06-24T13:44:09.246Z [AUDIT] Token created by 'jffe@000': tokenId='2e220980-9706-42c1-b3aa-1a2ac632b8c6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624542849246, refreshable=false
2021-06-24T13:44:09.246Z [AUDIT] Token created by 'jffe@000': tokenId='59462508-72d1-4a88-be32-28c3444ac027', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624542849246, refreshable=false
2021-06-24T13:44:09.247Z [AUDIT] Token created by 'jffe@000': tokenId='2c4d52d5-575b-423c-ad87-4c86c2a7ab72', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624542849247, refreshable=false
2021-06-24T13:54:09.288Z [AUDIT] Token created by 'jffe@000': tokenId='e1e2edbf-a67e-4651-bd01-ec7dbb4ffbb0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624543449288, refreshable=false
2021-06-24T13:54:09.288Z [AUDIT] Token created by 'jffe@000': tokenId='f8bb8f31-a7ee-40df-b4e1-18b6f633f156', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624543449288, refreshable=false
2021-06-24T13:54:09.289Z [AUDIT] Token created by 'jffe@000': tokenId='34f16f96-ffe7-4eca-92d7-8bc27f3d72d7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624543449288, refreshable=false
2021-06-24T14:04:09.340Z [AUDIT] Token created by 'jffe@000': tokenId='284e5330-1f53-4653-94fb-0f9e43c61bed', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624544049340, refreshable=false
2021-06-24T14:04:09.341Z [AUDIT] Token created by 'jffe@000': tokenId='85851cdd-e4ae-4efe-951d-84271de51945', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624544049341, refreshable=false
2021-06-24T14:04:09.345Z [AUDIT] Token created by 'jffe@000': tokenId='acefd133-c0c2-4093-ae06-9208339811b6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624544049345, refreshable=false
2021-06-24T14:14:09.384Z [AUDIT] Token created by 'jffe@000': tokenId='c3b2c7e6-7779-4613-a5f4-fa164c51a681', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624544649384, refreshable=false
2021-06-24T14:14:09.385Z [AUDIT] Token created by 'jffe@000': tokenId='44621299-023d-442f-99e9-bad409b1de8b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624544649385, refreshable=false
2021-06-24T14:14:09.386Z [AUDIT] Token created by 'jffe@000': tokenId='f27d6349-3b61-45d3-94a9-d82e084b1278', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624544649385, refreshable=false
2021-06-24T14:24:09.469Z [AUDIT] Token created by 'jffe@000': tokenId='f2394024-7691-4d2f-905c-bbc7c78f32d6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624545249469, refreshable=false
2021-06-24T14:24:09.469Z [AUDIT] Token created by 'jffe@000': tokenId='3cc0926b-00af-4510-a75f-d9f12277b5e0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624545249469, refreshable=false
2021-06-24T14:24:09.472Z [AUDIT] Token created by 'jffe@000': tokenId='85c75bd2-5cee-4b0c-ab5b-8517173a5c70', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624545249472, refreshable=false
2021-06-24T14:34:09.498Z [AUDIT] Token created by 'jffe@000': tokenId='2b7d2021-b8cb-4de5-a2b8-3642067e651d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624545849498, refreshable=false
2021-06-24T14:34:09.498Z [AUDIT] Token created by 'jffe@000': tokenId='42bf5b78-1c38-4376-b3b5-2dfd619c1d8b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624545849498, refreshable=false
2021-06-24T14:34:09.499Z [AUDIT] Token created by 'jffe@000': tokenId='01eb56d3-e07b-45e4-9700-6edb14adf470', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624545849499, refreshable=false
2021-06-24T14:44:09.529Z [AUDIT] Token created by 'jffe@000': tokenId='64ad7dd2-1ae0-4603-b04e-7ffd8f86cfa1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624546449529, refreshable=false
2021-06-24T14:44:09.529Z [AUDIT] Token created by 'jffe@000': tokenId='ced16e83-1e14-432f-9659-2ebf2660a8ea', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624546449529, refreshable=false
2021-06-24T14:44:09.529Z [AUDIT] Token created by 'jffe@000': tokenId='d934d10f-9548-431b-9557-ab54144579ad', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624546449529, refreshable=false
2021-06-24T14:54:09.584Z [AUDIT] Token created by 'jffe@000': tokenId='962f47fc-9c88-421d-900b-207a78b3f997', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624547049584, refreshable=false
2021-06-24T14:54:09.584Z [AUDIT] Token created by 'jffe@000': tokenId='47734144-0a8c-414a-b645-5d31d1620005', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624547049584, refreshable=false
2021-06-24T14:54:09.586Z [AUDIT] Token created by 'jffe@000': tokenId='0d8c8319-36bc-428d-8a7a-579a397500ab', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624547049586, refreshable=false
2021-06-24T15:04:09.612Z [AUDIT] Token created by 'jffe@000': tokenId='f6a2553a-870a-4177-8a58-77ed5e6cbaa2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624547649611, refreshable=false
2021-06-24T15:04:09.612Z [AUDIT] Token created by 'jffe@000': tokenId='734783da-f9d6-4250-abce-910cd0470806', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624547649612, refreshable=false
2021-06-24T15:04:09.614Z [AUDIT] Token created by 'jffe@000': tokenId='8cfa8a79-9225-446e-a272-dcdb848150bd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624547649614, refreshable=false
2021-06-24T15:14:09.649Z [AUDIT] Token created by 'jffe@000': tokenId='d08c747c-3aa3-4765-8411-9166ac825bb6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624548249649, refreshable=false
2021-06-24T15:14:09.649Z [AUDIT] Token created by 'jffe@000': tokenId='ba1cb2f0-8187-4dae-807d-1d445f17f370', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624548249649, refreshable=false
2021-06-24T15:14:09.649Z [AUDIT] Token created by 'jffe@000': tokenId='718e92d2-0c35-43b7-880f-6a3527044cb7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624548249649, refreshable=false
2021-06-24T15:24:09.683Z [AUDIT] Token created by 'jffe@000': tokenId='d83d5358-55d3-41a9-a1c1-5405bb713765', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624548849683, refreshable=false
2021-06-24T15:24:09.683Z [AUDIT] Token created by 'jffe@000': tokenId='4bfc9d7a-b70c-49d6-93a7-89b9a13587d8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624548849683, refreshable=false
2021-06-24T15:24:09.687Z [AUDIT] Token created by 'jffe@000': tokenId='bb6afd0a-9da6-47bd-95fa-dbf067a55058', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624548849687, refreshable=false
2021-06-25T06:05:50.386Z [AUDIT] Token created by 'jffe@000': tokenId='6b906e5b-2623-4ad6-9740-c1d0d4e97e35', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624601750386, refreshable=false
2021-06-25T06:05:50.386Z [AUDIT] Token created by 'jffe@000': tokenId='66536e38-b5f5-4cc6-89f1-cce0ae61f8a4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624601750386, refreshable=false
2021-06-25T06:05:50.392Z [AUDIT] Token created by 'jffe@000': tokenId='46b0979b-9887-4455-915b-53dda4365563', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624601750392, refreshable=false
2021-06-25T06:15:50.080Z [AUDIT] Token created by 'jffe@000': tokenId='f498179f-6b64-4c90-aca1-a6b7627196a5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624602350080, refreshable=false
2021-06-25T06:15:50.082Z [AUDIT] Token created by 'jffe@000': tokenId='73ba2ad5-ff8c-49b0-acc1-9b3526849e71', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624602350082, refreshable=false
2021-06-25T06:15:50.083Z [AUDIT] Token created by 'jffe@000': tokenId='b77cd71a-9374-4119-9980-8984c13071f1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624602350083, refreshable=false
2021-06-25T06:25:25.599Z [AUDIT] Token created by 'jffe@000': tokenId='c39802f0-34c6-412e-b5df-8553910f5dd6', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1624602925599, refreshable=false
2021-06-25T06:25:25.600Z [AUDIT] Token created by 'jffe@000': tokenId='d4d121e6-f5c8-4652-b0bb-a49b874b68a4', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1624602925600, refreshable=false
2021-06-25T06:25:25.609Z [AUDIT] Token created by 'jffe@000': tokenId='0107ccca-ad53-458a-bb3f-2ea1a7de4ea2', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1624602925609, refreshable=false
2021-06-25T06:25:25.614Z [AUDIT] Token created by 'jffe@000': tokenId='1cb4ed02-b247-4a6a-8e39-8551b00e4de0', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1624602925614, refreshable=false
2021-06-25T06:25:50.162Z [AUDIT] Token created by 'jffe@000': tokenId='b54dd948-1efc-4712-9edf-30c697a98ebf', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624602950161, refreshable=false
2021-06-25T06:25:50.162Z [AUDIT] Token created by 'jffe@000': tokenId='5a6eecda-ca8f-46f2-bc2f-8506d94f9529', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624602950161, refreshable=false
2021-06-25T06:25:50.164Z [AUDIT] Token created by 'jffe@000': tokenId='e495519c-9bf3-4b4f-b908-64f4a0871b25', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624602950164, refreshable=false
2021-06-25T06:35:50.249Z [AUDIT] Token created by 'jffe@000': tokenId='0ede6d4d-b524-4613-93d0-a07413649ae9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624603550249, refreshable=false
2021-06-25T06:35:50.249Z [AUDIT] Token created by 'jffe@000': tokenId='682dbcc4-d93c-443d-b905-13839c82b1b2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624603550249, refreshable=false
2021-06-25T06:35:50.251Z [AUDIT] Token created by 'jffe@000': tokenId='dc906399-c862-4af1-90ed-7cd5f30797dc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624603550251, refreshable=false
2021-06-25T06:45:50.357Z [AUDIT] Token created by 'jffe@000': tokenId='b62086d9-7fe2-4ba9-8188-f1d8eb0a28c5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624604150356, refreshable=false
2021-06-25T06:45:50.357Z [AUDIT] Token created by 'jffe@000': tokenId='b78de818-404d-4ed6-b26a-3a4a1082ff89', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624604150357, refreshable=false
2021-06-25T06:45:50.358Z [AUDIT] Token created by 'jffe@000': tokenId='7bfac9cf-a6af-4bb1-b2ac-05683b914753', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624604150358, refreshable=false
2021-06-25T06:55:50.430Z [AUDIT] Token created by 'jffe@000': tokenId='0fb785ba-bd58-4f41-b962-7e8c4e44c6f1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624604750430, refreshable=false
2021-06-25T06:55:50.431Z [AUDIT] Token created by 'jffe@000': tokenId='b2902464-604e-4a11-a3ef-68cdf24f9977', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624604750431, refreshable=false
2021-06-25T06:55:50.433Z [AUDIT] Token created by 'jffe@000': tokenId='22b50923-6e72-472f-943f-7ed887a3b461', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624604750433, refreshable=false
2021-06-25T07:05:50.523Z [AUDIT] Token created by 'jffe@000': tokenId='f40441de-2269-4b08-a0b9-61f2db657ccc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624605350523, refreshable=false
2021-06-25T07:05:50.523Z [AUDIT] Token created by 'jffe@000': tokenId='3aa536fa-7939-484b-a36f-cac3e3cd0163', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624605350523, refreshable=false
2021-06-25T07:05:50.523Z [AUDIT] Token created by 'jffe@000': tokenId='b263b931-0d16-4f89-b72a-8609a8214fe6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624605350523, refreshable=false
